trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,break_text.started,break_text.stopped,postbreak_text.started,postbreak_text.stopped,fixation1.started,fixation1.stopped,red_dot.started,red_dot.stopped,fixation2.started,fixation2.stopped,pursuit_or_saccade_dot.started,pursuit_or_saccade_dot.stopped,pursuit_saccade_isLeft,pupil_timestamp,psychopy_timestamp,participant,trials_per_condition,pursuit_or_saccade,practice_version,break_every_n_trials,pupil_on,date,expName,psychopyVersion,frameRate,
53,0,53,0,None,None,None,None,300.6973508000374,301.19611130002886,300.6973508000374,301.71404440002516,301.19611130002886,301.69494990003295,301.69494990003295,302.86272189999,1.0,-503709.296983,299.6954265668212,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
54,0,54,0,None,None,None,None,303.87911730003543,304.3823140000459,303.87911730003543,304.9001532001421,304.3823140000459,304.8828851999715,304.8828851999715,306.03450030018575,1.0,-503706.113936,302.87938856665664,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
55,0,55,0,None,None,None,None,307.051244399976,307.56884080008604,307.051244399976,308.08663080004044,307.56884080008604,308.06962960003875,308.06962960003875,309.2215717001818,0.0,-503702.942211,306.0511669668524,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
56,0,56,0,None,None,None,None,310.2389327001292,310.7379834000021,310.2389327001292,311.2575205999892,310.7379834000021,311.2379640999716,311.2379640999716,312.3908027000725,1.0,-503699.754595,309.23823836684846,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
57,0,57,0,None,None,None,None,313.4093971999828,313.924612400122,313.4093971999828,314.4434779000003,313.924612400122,314.423987200018,314.423987200018,315.57760490011424,0.0,-503696.585701,312.4074693667392,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
58,0,58,0,None,None,None,None,316.5968755001668,317.1116013000719,316.5968755001668,317.6301388000138,317.1116013000719,317.6130208000541,317.6130208000541,318.7635065000504,0.0,-503693.398442,315.5942715667809,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
59,0,59,0,None,None,None,None,319.7792289000936,320.28332490008324,319.7792289000936,320.81612520013005,320.28332490008324,320.79917960008606,320.79917960008606,321.966632100055,1.0,-503690.213082,318.7801731667171,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
60,0,60,0,None,None,None,None,322.98536529997364,323.4846139000729,322.98536529997364,324.00251370016485,323.4846139000729,323.9845887001138,323.9845887001138,325.1522969000507,1.0,-503687.009896,321.98329876672165,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
61,0,61,0,None,None,None,None,326.1703580999747,326.67160920007154,326.1703580999747,327.18912890017964,326.67160920007154,327.173821200151,327.173821200151,328.3239862001501,1.0,-503683.823832,325.16896356671737,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
62,0,62,0,None,None,None,None,329.3390558999963,329.84016680018976,329.3390558999963,330.35776609997265,329.84016680018976,330.34125810000114,330.34125810000114,331.4931811999995,1.0,-503680.652905,328.34065286681675,aly_current_final,90,1,0,34,1,2021_Feb_25_1241,testDotsStepRampPilot,2020.2.5,60.01006966856068,
